NWD_ID	HapMap_1000G_ID	SEQ_CTR	BUNDLE_ID	CRAM_URL	CRAI_URL	METADATA_JSON_URL
NWD697767	NA12878	Baylor	de6e96bf-ed76-512e-8010-45199bd1f44b	s3://cgp-commons-public/topmed_open_access/de6e96bf-ed76-512e-8010-45199bd1f44b/NWD697767.recab.cram	s3://cgp-commons-public/topmed_open_access/de6e96bf-ed76-512e-8010-45199bd1f44b/NWD697767.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/de6e96bf-ed76-512e-8010-45199bd1f44b/metadata.json
NWD704221	NA12878	Broad	bbdeb0a6-1e2f-584f-a485-c3142744df03	s3://cgp-commons-public/topmed_open_access/bbdeb0a6-1e2f-584f-a485-c3142744df03/NWD704221.recab.cram	s3://cgp-commons-public/topmed_open_access/bbdeb0a6-1e2f-584f-a485-c3142744df03/NWD704221.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/bbdeb0a6-1e2f-584f-a485-c3142744df03/metadata.json
NWD714003	NA12878	Broad	77b7042d-7401-52cb-be48-644742dc6779	s3://cgp-commons-public/topmed_open_access/77b7042d-7401-52cb-be48-644742dc6779/NWD714003.recab.cram	s3://cgp-commons-public/topmed_open_access/77b7042d-7401-52cb-be48-644742dc6779/NWD714003.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/77b7042d-7401-52cb-be48-644742dc6779/metadata.json
NWD716220	NA19238	Broad	9ca45184-6a9b-56a3-8896-b4ac48beee4b	s3://cgp-commons-public/topmed_open_access/9ca45184-6a9b-56a3-8896-b4ac48beee4b/NWD716220.recab.cram	s3://cgp-commons-public/topmed_open_access/9ca45184-6a9b-56a3-8896-b4ac48beee4b/NWD716220.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/9ca45184-6a9b-56a3-8896-b4ac48beee4b/metadata.json
NWD725484	NA12878	Broad	3cc72127-3565-5703-b455-06f114f384a9	s3://cgp-commons-public/topmed_open_access/3cc72127-3565-5703-b455-06f114f384a9/NWD725484.recab.cram	s3://cgp-commons-public/topmed_open_access/3cc72127-3565-5703-b455-06f114f384a9/NWD725484.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/3cc72127-3565-5703-b455-06f114f384a9/metadata.json
NWD742333	NA19238	Baylor	dca54695-c32f-5e68-8a11-1021a3398c7e	s3://cgp-commons-public/topmed_open_access/dca54695-c32f-5e68-8a11-1021a3398c7e/NWD742333.recab.cram	s3://cgp-commons-public/topmed_open_access/dca54695-c32f-5e68-8a11-1021a3398c7e/NWD742333.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/dca54695-c32f-5e68-8a11-1021a3398c7e/metadata.json
NWD746396	HG01249	WashU	777bf8c0-b84e-5a02-beba-c9861ed38c07	s3://cgp-commons-public/topmed_open_access/777bf8c0-b84e-5a02-beba-c9861ed38c07/NWD746396.recab.cram	s3://cgp-commons-public/topmed_open_access/777bf8c0-b84e-5a02-beba-c9861ed38c07/NWD746396.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/777bf8c0-b84e-5a02-beba-c9861ed38c07/metadata.json
NWD754590	NA12878	Broad	ab9730cc-bc7b-5c59-9355-6481dd3603e9	s3://cgp-commons-public/topmed_open_access/ab9730cc-bc7b-5c59-9355-6481dd3603e9/NWD754590.recab.cram	s3://cgp-commons-public/topmed_open_access/ab9730cc-bc7b-5c59-9355-6481dd3603e9/NWD754590.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/ab9730cc-bc7b-5c59-9355-6481dd3603e9/metadata.json
NWD759405	NA19238	Broad	014a9de5-cb88-5e37-a196-b6e3ab30fff6	s3://cgp-commons-public/topmed_open_access/014a9de5-cb88-5e37-a196-b6e3ab30fff6/NWD759405.recab.cram	s3://cgp-commons-public/topmed_open_access/014a9de5-cb88-5e37-a196-b6e3ab30fff6/NWD759405.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/014a9de5-cb88-5e37-a196-b6e3ab30fff6/metadata.json
NWD760327	NA19238	Macrogen	4596b9ba-f899-5ca7-992c-eef7e804cc2b	s3://cgp-commons-public/topmed_open_access/4596b9ba-f899-5ca7-992c-eef7e804cc2b/NWD760327.recab.cram	s3://cgp-commons-public/topmed_open_access/4596b9ba-f899-5ca7-992c-eef7e804cc2b/NWD760327.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/4596b9ba-f899-5ca7-992c-eef7e804cc2b/metadata.json
NWD761329	NA19238	Broad	e963c1cf-73d8-57d0-a50f-f7cd40a2de3f	s3://cgp-commons-public/topmed_open_access/e963c1cf-73d8-57d0-a50f-f7cd40a2de3f/NWD761329.recab.cram	s3://cgp-commons-public/topmed_open_access/e963c1cf-73d8-57d0-a50f-f7cd40a2de3f/NWD761329.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/e963c1cf-73d8-57d0-a50f-f7cd40a2de3f/metadata.json
NWD762682	NA12878	NYGC	93df4933-27ef-5be9-ad4b-a70a7501c336	s3://cgp-commons-public/topmed_open_access/93df4933-27ef-5be9-ad4b-a70a7501c336/NWD762682.recab.cram	s3://cgp-commons-public/topmed_open_access/93df4933-27ef-5be9-ad4b-a70a7501c336/NWD762682.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/93df4933-27ef-5be9-ad4b-a70a7501c336/metadata.json
NWD763972	NA19238	UW	108c3839-a48e-53d8-a765-e7bfa5da6c81	s3://cgp-commons-public/topmed_open_access/108c3839-a48e-53d8-a765-e7bfa5da6c81/NWD763972.recab.cram	s3://cgp-commons-public/topmed_open_access/108c3839-a48e-53d8-a765-e7bfa5da6c81/NWD763972.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/108c3839-a48e-53d8-a765-e7bfa5da6c81/metadata.json
NWD768309	NA12878	Broad	1ecf1c35-9e1e-55ef-8f42-71102c3abc33	s3://cgp-commons-public/topmed_open_access/1ecf1c35-9e1e-55ef-8f42-71102c3abc33/NWD768309.recab.cram	s3://cgp-commons-public/topmed_open_access/1ecf1c35-9e1e-55ef-8f42-71102c3abc33/NWD768309.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/1ecf1c35-9e1e-55ef-8f42-71102c3abc33/metadata.json
NWD768493	NA19238	Broad	8538959a-84b1-57c3-a46a-abcb45e2d8df	s3://cgp-commons-public/topmed_open_access/8538959a-84b1-57c3-a46a-abcb45e2d8df/NWD768493.recab.cram	s3://cgp-commons-public/topmed_open_access/8538959a-84b1-57c3-a46a-abcb45e2d8df/NWD768493.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/8538959a-84b1-57c3-a46a-abcb45e2d8df/metadata.json
NWD769626	NA19238	Broad	a4e46685-bb98-5e9b-aa2d-263f8091ea22	s3://cgp-commons-public/topmed_open_access/a4e46685-bb98-5e9b-aa2d-263f8091ea22/NWD769626.recab.cram	s3://cgp-commons-public/topmed_open_access/a4e46685-bb98-5e9b-aa2d-263f8091ea22/NWD769626.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/a4e46685-bb98-5e9b-aa2d-263f8091ea22/metadata.json
NWD778759	NA12878	UW	5da6f1b9-12e0-5a67-b922-509027ed9025	s3://cgp-commons-public/topmed_open_access/5da6f1b9-12e0-5a67-b922-509027ed9025/NWD778759.recab.cram	s3://cgp-commons-public/topmed_open_access/5da6f1b9-12e0-5a67-b922-509027ed9025/NWD778759.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/5da6f1b9-12e0-5a67-b922-509027ed9025/metadata.json
NWD790783	NA12878	Baylor	4a51ff38-f4ea-5599-b752-8e65724864db	s3://cgp-commons-public/topmed_open_access/4a51ff38-f4ea-5599-b752-8e65724864db/NWD790783.recab.cram	s3://cgp-commons-public/topmed_open_access/4a51ff38-f4ea-5599-b752-8e65724864db/NWD790783.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/4a51ff38-f4ea-5599-b752-8e65724864db/metadata.json
NWD791319	NA19238	Baylor	38a8c550-e233-5c42-b5fe-87ef5b3b41a2	s3://cgp-commons-public/topmed_open_access/38a8c550-e233-5c42-b5fe-87ef5b3b41a2/NWD791319.recab.cram	s3://cgp-commons-public/topmed_open_access/38a8c550-e233-5c42-b5fe-87ef5b3b41a2/NWD791319.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/38a8c550-e233-5c42-b5fe-87ef5b3b41a2/metadata.json
NWD805667	NA19238	Macrogen	f332c3e8-3d0d-50e0-8438-7af114ae2b3b	s3://cgp-commons-public/topmed_open_access/f332c3e8-3d0d-50e0-8438-7af114ae2b3b/NWD805667.recab.cram	s3://cgp-commons-public/topmed_open_access/f332c3e8-3d0d-50e0-8438-7af114ae2b3b/NWD805667.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/f332c3e8-3d0d-50e0-8438-7af114ae2b3b/metadata.json
NWD812009	NA12878	UW	38948ecb-b9f9-5644-8ecc-187a9e4dfb1b	s3://cgp-commons-public/topmed_open_access/38948ecb-b9f9-5644-8ecc-187a9e4dfb1b/NWD812009.recab.cram	s3://cgp-commons-public/topmed_open_access/38948ecb-b9f9-5644-8ecc-187a9e4dfb1b/NWD812009.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/38948ecb-b9f9-5644-8ecc-187a9e4dfb1b/metadata.json
NWD821054	NA12878	Baylor	fda2c2d4-15d4-5848-af51-38ba92d446ed	s3://cgp-commons-public/topmed_open_access/fda2c2d4-15d4-5848-af51-38ba92d446ed/NWD821054.recab.cram	s3://cgp-commons-public/topmed_open_access/fda2c2d4-15d4-5848-af51-38ba92d446ed/NWD821054.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/fda2c2d4-15d4-5848-af51-38ba92d446ed/metadata.json
NWD831422	NA12878	Broad	0e727062-7fc9-5e46-b1e3-24537426ca4c	s3://cgp-commons-public/topmed_open_access/0e727062-7fc9-5e46-b1e3-24537426ca4c/NWD831422.recab.cram	s3://cgp-commons-public/topmed_open_access/0e727062-7fc9-5e46-b1e3-24537426ca4c/NWD831422.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/0e727062-7fc9-5e46-b1e3-24537426ca4c/metadata.json
NWD832275	NA19238	UW	28bebda7-14b1-5c47-b9b7-52540f091866	s3://cgp-commons-public/topmed_open_access/28bebda7-14b1-5c47-b9b7-52540f091866/NWD832275.recab.cram	s3://cgp-commons-public/topmed_open_access/28bebda7-14b1-5c47-b9b7-52540f091866/NWD832275.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/28bebda7-14b1-5c47-b9b7-52540f091866/metadata.json
NWD841343	NA12878	Broad	e936e5e6-8c17-5ed4-a087-d2dda860a160	s3://cgp-commons-public/topmed_open_access/e936e5e6-8c17-5ed4-a087-d2dda860a160/NWD841343.recab.cram	s3://cgp-commons-public/topmed_open_access/e936e5e6-8c17-5ed4-a087-d2dda860a160/NWD841343.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/e936e5e6-8c17-5ed4-a087-d2dda860a160/metadata.json
NWD842401	HG01111	Baylor	5650ba65-983c-5816-9e52-3e49c8409e29	s3://cgp-commons-public/topmed_open_access/5650ba65-983c-5816-9e52-3e49c8409e29/NWD842401.recab.cram	s3://cgp-commons-public/topmed_open_access/5650ba65-983c-5816-9e52-3e49c8409e29/NWD842401.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/5650ba65-983c-5816-9e52-3e49c8409e29/metadata.json
NWD855893	NA19238	Baylor	d9a012d7-f092-577d-8750-d0337a1ff571	s3://cgp-commons-public/topmed_open_access/d9a012d7-f092-577d-8750-d0337a1ff571/NWD855893.recab.cram	s3://cgp-commons-public/topmed_open_access/d9a012d7-f092-577d-8750-d0337a1ff571/NWD855893.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/d9a012d7-f092-577d-8750-d0337a1ff571/metadata.json
NWD866959	NA19238	Broad	243cad51-d5bb-557d-a0a6-0d9ec5f00667	s3://cgp-commons-public/topmed_open_access/243cad51-d5bb-557d-a0a6-0d9ec5f00667/NWD866959.recab.cram	s3://cgp-commons-public/topmed_open_access/243cad51-d5bb-557d-a0a6-0d9ec5f00667/NWD866959.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/243cad51-d5bb-557d-a0a6-0d9ec5f00667/metadata.json
NWD875673	NA12878	Baylor	2277b3fc-5a75-5782-86a0-c29f13844e7d	s3://cgp-commons-public/topmed_open_access/2277b3fc-5a75-5782-86a0-c29f13844e7d/NWD875673.recab.cram	s3://cgp-commons-public/topmed_open_access/2277b3fc-5a75-5782-86a0-c29f13844e7d/NWD875673.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/2277b3fc-5a75-5782-86a0-c29f13844e7d/metadata.json
NWD881320	NA12878	Baylor	9de4f053-b1a9-5bc0-9237-fddffd6ba9dc	s3://cgp-commons-public/topmed_open_access/9de4f053-b1a9-5bc0-9237-fddffd6ba9dc/NWD881320.recab.cram	s3://cgp-commons-public/topmed_open_access/9de4f053-b1a9-5bc0-9237-fddffd6ba9dc/NWD881320.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/9de4f053-b1a9-5bc0-9237-fddffd6ba9dc/metadata.json
NWD886731	NA12878	Baylor	64237f54-b682-563d-8f5b-cefd0650e48a	s3://cgp-commons-public/topmed_open_access/64237f54-b682-563d-8f5b-cefd0650e48a/NWD886731.recab.cram	s3://cgp-commons-public/topmed_open_access/64237f54-b682-563d-8f5b-cefd0650e48a/NWD886731.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/64237f54-b682-563d-8f5b-cefd0650e48a/metadata.json
NWD897509	NA19238	UW	17526eb6-4047-5035-b9aa-43cb67ae2960	s3://cgp-commons-public/topmed_open_access/17526eb6-4047-5035-b9aa-43cb67ae2960/NWD897509.recab.cram	s3://cgp-commons-public/topmed_open_access/17526eb6-4047-5035-b9aa-43cb67ae2960/NWD897509.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/17526eb6-4047-5035-b9aa-43cb67ae2960/metadata.json
NWD901849	NA12878	NYGC	ea289f20-4125-544f-8475-e756f7168860	s3://cgp-commons-public/topmed_open_access/ea289f20-4125-544f-8475-e756f7168860/NWD901849.recab.cram	s3://cgp-commons-public/topmed_open_access/ea289f20-4125-544f-8475-e756f7168860/NWD901849.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/ea289f20-4125-544f-8475-e756f7168860/metadata.json
NWD905240	NA12878	UW	3d9dd79c-e4e8-5d59-ac44-65c907c22a2e	s3://cgp-commons-public/topmed_open_access/3d9dd79c-e4e8-5d59-ac44-65c907c22a2e/NWD905240.recab.cram	s3://cgp-commons-public/topmed_open_access/3d9dd79c-e4e8-5d59-ac44-65c907c22a2e/NWD905240.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/3d9dd79c-e4e8-5d59-ac44-65c907c22a2e/metadata.json
NWD909656	NA19238	NYGC	c9b0fbff-c65d-59b6-b9f0-4f2965de539a	s3://cgp-commons-public/topmed_open_access/c9b0fbff-c65d-59b6-b9f0-4f2965de539a/NWD909656.recab.cram	s3://cgp-commons-public/topmed_open_access/c9b0fbff-c65d-59b6-b9f0-4f2965de539a/NWD909656.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/c9b0fbff-c65d-59b6-b9f0-4f2965de539a/metadata.json
NWD910953	NA12878	Baylor	baae6014-5527-5dae-8f95-f6bff9b36ae0	s3://cgp-commons-public/topmed_open_access/baae6014-5527-5dae-8f95-f6bff9b36ae0/NWD910953.recab.cram	s3://cgp-commons-public/topmed_open_access/baae6014-5527-5dae-8f95-f6bff9b36ae0/NWD910953.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/baae6014-5527-5dae-8f95-f6bff9b36ae0/metadata.json
NWD918554	NA19238	UW	9b418a88-134c-5567-8340-94269c2b9e52	s3://cgp-commons-public/topmed_open_access/9b418a88-134c-5567-8340-94269c2b9e52/NWD918554.recab.cram	s3://cgp-commons-public/topmed_open_access/9b418a88-134c-5567-8340-94269c2b9e52/NWD918554.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/9b418a88-134c-5567-8340-94269c2b9e52/metadata.json
NWD929194	NA12878	NYGC	a96950b9-eeb1-56f3-937f-f92c9f91eb7a	s3://cgp-commons-public/topmed_open_access/a96950b9-eeb1-56f3-937f-f92c9f91eb7a/NWD929194.recab.cram	s3://cgp-commons-public/topmed_open_access/a96950b9-eeb1-56f3-937f-f92c9f91eb7a/NWD929194.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/a96950b9-eeb1-56f3-937f-f92c9f91eb7a/metadata.json
NWD952432	NA12878	Broad	fab5eca7-0f49-586a-9bca-a66f2df4f173	s3://cgp-commons-public/topmed_open_access/fab5eca7-0f49-586a-9bca-a66f2df4f173/NWD952432.recab.cram	s3://cgp-commons-public/topmed_open_access/fab5eca7-0f49-586a-9bca-a66f2df4f173/NWD952432.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/fab5eca7-0f49-586a-9bca-a66f2df4f173/metadata.json
NWD953198	NA19238	NYGC	9449321f-0ebd-5607-99b9-ba8f30a185ad	s3://cgp-commons-public/topmed_open_access/9449321f-0ebd-5607-99b9-ba8f30a185ad/NWD953198.recab.cram	s3://cgp-commons-public/topmed_open_access/9449321f-0ebd-5607-99b9-ba8f30a185ad/NWD953198.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/9449321f-0ebd-5607-99b9-ba8f30a185ad/metadata.json
NWD967078	NA19238	Baylor	b2318775-7d17-5e37-857d-f260d3772b19	s3://cgp-commons-public/topmed_open_access/b2318775-7d17-5e37-857d-f260d3772b19/NWD967078.recab.cram	s3://cgp-commons-public/topmed_open_access/b2318775-7d17-5e37-857d-f260d3772b19/NWD967078.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/b2318775-7d17-5e37-857d-f260d3772b19/metadata.json
NWD968809	HG01110	WashU	4fc383f9-2c21-599d-aa7d-ea1be7e8fc3e	s3://cgp-commons-public/topmed_open_access/4fc383f9-2c21-599d-aa7d-ea1be7e8fc3e/NWD968809.recab.cram	s3://cgp-commons-public/topmed_open_access/4fc383f9-2c21-599d-aa7d-ea1be7e8fc3e/NWD968809.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/4fc383f9-2c21-599d-aa7d-ea1be7e8fc3e/metadata.json
NWD991001	NA12878	NYGC	6a19bc32-ddc5-55b7-9315-224331f4f1a0	s3://cgp-commons-public/topmed_open_access/6a19bc32-ddc5-55b7-9315-224331f4f1a0/NWD991001.recab.cram	s3://cgp-commons-public/topmed_open_access/6a19bc32-ddc5-55b7-9315-224331f4f1a0/NWD991001.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/6a19bc32-ddc5-55b7-9315-224331f4f1a0/metadata.json
